,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
9586,2017-11-03,23:01:29,gerrymiller,Not flying delayed because of freaking snow in Seattle. Snow in Seattle! (at @Delta Sky Club),-0.6114,0.0,1.0,0.0,0.0,flying delayed freaking snow seattle snow seattle sky club,,0
9590,2017-11-03,22:55:24,HullJulie,@Delta Flight 5766. SNA - SEA-TAC.  Only received one delay notofication out of four.  wasted day at airport miss a dinner at daughters college,-0.7269,0.0,1.0,0.0,0.0,flight sna seatac received one delay notofication four wasted day airport miss dinner daughters college,,3
9594,2017-11-03,22:52:58,mshowulikecoco,"@Delta It really sucks that I’m sitting here on a Friday evening, because of mechanical issues",-0.4201,0.0,1.0,0.0,0.0,really sucks i am sitting friday evening mechanical issues,,3
9597,2017-11-03,22:52:06,mwdooley,I hate flying. I could have driven to California in the time I've been waiting for @Delta today,-0.5719,0.0,1.0,0.0,0.0,hate flying could driven california time i have waiting today,,2
9605,2017-11-03,22:42:46,fatAudi,Stupid @delta stuck on the runway. Been an hour and still not moving,-0.6597,0.0,1.0,0.0,0.0,stupid stuck runway hour still moving,,3
9610,2017-11-03,22:37:16,amberjeansinclr,@Delta why are we still on the tarmac? Flight 5 hrs delayed now stuck on tarmac,-0.4404,0.0,1.0,0.0,0.0,still tarmac flight hours delayed stuck tarmac,,0
9612,2017-11-03,22:34:44,heyminz,@Delta Wooo!!! They had it in lost in found ,-0.4898,0.0,1.0,0.0,0.0,wooo lost found,,3
9617,2017-11-03,22:32:37,HullJulie,Now deplaning with another 90 minute delay @Delta    Would have been nice to know before I wasted a day at the airport,-0.4019,0.0,1.0,0.0,0.0,deplaning another minute delay would nice know wasted day airport,,3
9622,2017-11-03,22:29:50,SamuelMKidder,@EazyMath @Delta I can't help but imagine Jackie Chiles saying this in his most indignant voice.,-0.6974,0.0,1.0,0.0,0.0,can not help imagine jackie chiles saying indignant voice,,1
9636,2017-11-03,22:24:51,HullJulie,Stuck on plane after two delays with no departure time in site @delta,-0.4939,0.0,1.0,0.0,0.0,stuck plane two delays departure time site,,3
9642,2017-11-03,22:18:31,amberjeansinclr,@Delta For shame. The irresponsible and lack of preparation for your flights is grossly negligent. Still on your tarmac. Bs,-0.8481,0.0,1.0,0.0,0.0,shame irresponsible lack preparation flights grossly negligent still tarmac bs,,1
9645,2017-11-03,22:15:56,jdkontor,@President1Trump @FoxNews @Delta Totally bad move! Delta doesn't take We the Ppl seriously,-0.6989,0.0,1.0,0.0,0.0,totally bad move dea does not take ppl seriously,,2
9654,2017-11-03,22:09:23,mattc_baker,"@Delta I'm trying to change a reserved flight, currently holding in a *two hour* phone queue. The online flight editing is broken. Halp?",-0.4767,0.0,1.0,0.0,0.0,i am trying change reserved flight currently holding two hour phone queue online flight editing broken halp,,1
9659,2017-11-03,22:04:11,mfdii,@Delta Over a 3 hr delay with limited updates and almost 2 hrs of it stuck on the plane.,-0.6369,0.0,1.0,0.0,0.0,hr delay limited updates almost hours stuck plane,,3
9660,2017-11-03,22:04:08,work_warrior,Hahahahahahahahahaha...@Delta dumb. @SouthwestAir *this* is why we put up with your boarding process. #travel,-0.5106,0.0,1.0,1.0,0.0,hahahahahahahahahahadea dumb put boarding process #travel,['#travel'],3
9661,2017-11-03,22:04:00,f150intally,@Delta Unbelievable! maintenance delay on DL1593 out of Atlanta and now I miss the kids soccer game! Argh!!!!!!!!!!,-0.5053,0.0,1.0,0.0,0.0,unbelievable maintenance delay dl1593 atlanta miss kids soccer game argh,,3
9688,2017-11-03,21:43:51,Herbalrph,@Delta you fail in you club lounge in DTW!  Unacceptable conditions of your food. #DeptOfHealth #Diamond won't fly you next year.,-0.7777,0.0,1.0,0.0,0.0,fail club lounge dtw unacceptable conditions foodeptofheahiamond will not fly next year,,1
9698,2017-11-03,21:33:53,caitmalia,And they're so bad they had to pull the plane out of service and now we have no way of getting home until tomorrow. Thanks @Delta,-0.5847,0.0,1.0,0.0,0.0,they are bad pull plane service way getting home tomorrow thanks,,3
9700,2017-11-03,21:31:13,Cliff_Banks,"Is it me, or is something wrong with your wi-fi? Last 3 weeks, it's been really bad - several flights. 4 different devices @Delta",-0.7841,0.0,1.0,0.0,0.0,something wrong wifi last weeks really bad several flights different devices,,2
